iter	Passed	Remaining
1667	16621	83026
1668	16633	83027
1669	16645	83026
1670	16656	83022
1671	16665	83006
1672	16673	82989
1673	16684	82981
1674	16695	82977
1675	16707	82977
1676	16722	82996
1677	16732	82986
1678	16744	82984
1679	16754	82975
1680	16766	82972
1681	16779	82978
1682	16788	82966
1683	16803	82978
1684	16811	82961
1685	16820	82944
1686	16828	82926
1687	16836	82907
1688	16846	82895
1689	16855	82881
1690	16870	82894
1691	16879	82880
1692	16888	82868
1693	16897	82853
1694	16908	82847
1695	16918	82835
1696	16928	82825
1697	16937	82811
1698	16946	82796
1699	16957	82793
1700	16967	82784
1701	16977	82773
1702	16987	82764
1703	16996	82750
1704	17005	82735
1705	17015	82724
1706	17030	82736
1707	17042	82740
1708	17056	82749
1709	17066	82739
1710	17076	82728
1711	17085	82713
1712	17095	82704
1713	17104	82688
1714	17113	82674
1715	17122	82660
1716	17130	82640
1717	17139	82623
1718	17146	82601
1719	17155	82585
1720	17163	82567
1721	17173	82555
1722	17182	82542
1723	17191	82528
1724	17201	82516
1725	17210	82501
1726	17218	82484
1727	17227	82469
1728	17237	82456
1729	17246	82445
1730	17255	82429
1731	17265	82417
1732	17280	82433
1733	17290	82424
1734	17298	82406
1735	17307	82391
1736	17317	82378
1737	17326	82364
1738	17333	82343
1739	17342	82329
1740	17351	82313
1741	17364	82315
1742	17376	82318
1743	17385	82300
1744	17395	82291
1745	17405	82282
1746	17414	82269
1747	17430	82287
1748	17440	82278
1749	17449	82262
1750	17458	82246
1751	17467	82232
1752	17476	82219
1753	17488	82216
1754	17496	82198
1755	17504	82180
1756	17515	82173
1757	17525	82166
1758	17535	82156
1759	17546	82149
1760	17555	82136
1761	17565	82126
1762	17574	82111
1763	17583	82094
1764	17592	82079
1765	17601	82066
1766	17612	82060
1767	17621	82049
1768	17630	82034
1769	17640	82025
1770	17649	82008
1771	17659	81997
1772	17668	81982
1773	17679	81977
1774	17691	81978
1775	17699	81961
1776	17708	81945
1777	17717	81930
1778	17725	81913
1779	17734	81899
1780	17743	81884
1781	17754	81875
1782	17762	81859
1783	17771	81843
1784	17780	81829
1785	17788	81811
1786	17796	81792
1787	17804	81773
1788	17814	81763
1789	17822	81746
1790	17830	81727
1791	17841	81718
1792	17852	81713
1793	17861	81700
1794	17869	81682
1795	17878	81669
1796	17887	81654
1797	17896	81640
1798	17905	81625
1799	17920	81635
1800	17928	81619
1801	17938	81610
1802	17947	81594
1803	17956	81578
1804	17964	81560
1805	17973	81545
1806	17981	81529
1807	17990	81513
1808	18002	81513
1809	18022	81548
1810	18032	81538
1811	18041	81523
1812	18050	81508
1813	18058	81494
1814	18068	81481
1815	18079	81475
1816	18088	81463
1817	18097	81448
1818	18106	81433
1819	18115	81421
1820	18125	81410
1821	18135	81402
1822	18146	81394
1823	18155	81382
1824	18164	81366
1825	18173	81354
1826	18183	81343
1827	18192	81327
1828	18202	81319
1829	18211	81306
1830	18221	81296
1831	18231	81284
1832	18239	81266
1833	18247	81250
1834	18256	81234
1835	18265	81217
1836	18273	81202
1837	18282	81185
1838	18290	81167
1839	18298	81149
1840	18306	81129
1841	18315	81118
1842	18325	81106
1843	18333	81090
1844	18343	81078
1845	18353	81069
1846	18365	81068
1847	18375	81057
1848	18383	81042
1849	18392	81026
1850	18401	81010
1851	18418	81031
1852	18427	81018
1853	18436	81005
1854	18446	80995
1855	18455	80980
1856	18463	80963
1857	18472	80949
1858	18481	80936
1859	18490	80920
1860	18499	80905
1861	18508	80894
1862	18516	80875
1863	18525	80858
1864	18533	80843
1865	18542	80827
1866	18551	80815
1867	18561	80805
1868	18571	80796
1869	18580	80780
1870	18588	80763
1871	18598	80750
1872	18606	80732
1873	18614	80715
1874	18622	80699
1875	18632	80687
1876	18641	80675
1877	18653	80672
1878	18662	80658
1879	18673	80652
1880	18684	80647
1881	18694	80636
1882	18702	80621
1883	18712	80609
1884	18721	80595
1885	18732	80589
1886	18741	80576
1887	18749	80558
1888	18759	80549
1889	18768	80536
1890	18778	80525
1891	18787	80512
1892	18798	80505
1893	18807	80492
1894	18816	80479
1895	18826	80468
1896	18835	80453
1897	18843	80439
1898	18852	80422
1899	18860	80404
1900	18868	80389
1901	18878	80376
1902	18887	80361
1903	18896	80347
1904	18908	80347
1905	18916	80331
1906	18927	80325
1907	18938	80318
1908	18948	80308
1909	18957	80295
1910	18968	80290
1911	18978	80279
1912	18986	80264
1913	18999	80265
1914	19012	80271
1915	19023	80265
1916	19033	80253
1917	19041	80235
1918	19050	80224
1919	19058	80206
1920	19067	80191
1921	19080	80193
1922	19088	80177
1923	19097	80163
1924	19107	80151
1925	19116	80136
1926	19124	80121
1927	19132	80104
1928	19141	80088
1929	19150	80074
1930	19158	80058
1931	19166	80041
1932	19176	80029
1933	19185	80016
1934	19194	80001
1935	19201	79980
1936	19226	80034
1937	19237	80027
1938	19246	80012
1939	19255	79998
1940	19263	79980
1941	19277	79990
1942	19287	79977
1943	19296	79965
1944	19305	79951
1945	19314	79936
1946	19324	79927
1947	19332	79910
1948	19341	79897
1949	19350	79882
1950	19358	79866
1951	19367	79850
1952	19375	79835
1953	19386	79826
1954	19399	79831
1955	19411	79829
1956	19420	79816
1957	19429	79801
1958	19439	79794
1959	19450	79785
1960	19458	79770
1961	19466	79752
1962	19476	79741
1963	19485	79729
1964	19496	79722
1965	19506	79711
1966	19514	79696
1967	19523	79682
1968	19532	79666
1969	19540	79648
1970	19548	79632
1971	19560	79630
1972	19573	79635
1973	19582	79618
1974	19589	79597
1975	19597	79582
1976	19606	79567
1977	19615	79552
1978	19624	79539
1979	19633	79526
1980	19641	79506
1981	19654	79508
1982	19663	79496
1983	19673	79486
1984	19681	79470
1985	19689	79452
1986	19698	79436
1987	19708	79428
1988	19719	79422
1989	19727	79406
1990	19742	79415
1991	19752	79406
1992	19760	79389
1993	19769	79376
1994	19779	79367
1995	19789	79358
1996	19798	79344
1997	19807	79327
1998	19816	79316
1999	19824	79299
2000	19833	79286
2001	19842	79272
2002	19852	79261
2003	19861	79245
2004	19870	79235
2005	19880	79222
2006	19895	79236
2007	19906	79228
2008	19916	79219
2009	19926	79209
2010	19936	79199
2011	19945	79186
2012	19958	79188
2013	19967	79174
2014	19979	79172
2015	19995	79187
2016	20004	79175
2017	20014	79163
2018	20025	79157
2019	20034	79145
2020	20043	79133
2021	20053	79122
2022	20061	79107
2023	20070	79093
2024	20079	79079
2025	20088	79066
2026	20098	79053
2027	20106	79039
2028	20116	79029
2029	20126	79017
2030	20134	79003
2031	20143	78988
2032	20152	78975
2033	20162	78964
2034	20171	78950
2035	20180	78938
2036	20191	78933
2037	20201	78920
2038	20213	78920
2039	20222	78906
2040	20232	78898
2041	20241	78885
2042	20254	78885
2043	20263	78872
2044	20275	78869
2045	20284	78859
2046	20296	78854
2047	20306	78847
2048	20315	78834
2049	20325	78822
2050	20338	78826
2051	20349	78821
2052	20358	78807
2053	20368	78796
2054	20380	78796
2055	20394	78798
2056	20402	78784
2057	20411	78769
2058	20421	78761
2059	20430	78746
2060	20440	78736
2061	20449	78723
2062	20457	78707
2063	20466	78693
2064	20476	78681
2065	20484	78666
2066	20493	78653
2067	20503	78644
2068	20513	78635
2069	20522	78621
2070	20531	78605
2071	20540	78592
2072	20550	78582
2073	20563	78586
2074	20575	78582
2075	20585	78575
2076	20604	78597
2077	20615	78593
2078	20624	78577
2079	20633	78564
2080	20641	78549
2081	20650	78534
2082	20659	78521
2083	20669	78512
2084	20679	78502
2085	20689	78494
2086	20699	78481
2087	20708	78471
2088	20717	78457
2089	20727	78446
2090	20736	78434
2091	20745	78421
2092	20754	78405
2093	20763	78393
2094	20773	78384
2095	20782	78370
2096	20791	78356
2097	20800	78344
2098	20809	78330
2099	20818	78318
2100	20827	78305
2101	20839	78301
2102	20848	78289
2103	20858	78278
2104	20870	78276
2105	20884	78280
2106	20892	78266
2107	20902	78255
2108	20913	78248
2109	20922	78237
2110	20934	78234
2111	20944	78226
2112	20956	78222
2113	20965	78210
2114	20980	78219
2115	20989	78205
2116	20998	78192
2117	21007	78179
2118	21017	78168
2119	21028	78160
2120	21037	78147
2121	21046	78135
2122	21054	78120
2123	21067	78119
2124	21075	78104
2125	21084	78091
2126	21094	78079
2127	21103	78067
2128	21112	78055
2129	21121	78041
2130	21130	78025
2131	21139	78012
2132	21148	78001
2133	21158	77991
2134	21169	77986
2135	21187	78003
2136	21195	77987
2137	21204	77973
2138	21215	77967
2139	21225	77958
2140	21234	77947
2141	21244	77937
2142	21253	77921
2143	21262	77909
2144	21271	77897
2145	21280	77882
2146	21289	77870
2147	21300	77865
2148	21311	77858
2149	21321	77848
2150	21331	77838
2151	21341	77830
2152	21350	77817
2153	21363	77818
2154	21375	77815
2155	21384	77801
2156	21394	77790
2157	21403	77779
2158	21413	77768
2159	21423	77757
2160	21432	77747
2161	21442	77736
2162	21451	77724
2163	21460	77709
2164	21469	77697
2165	21479	77687
2166	21489	77676
2167	21499	77667
2168	21512	77669
2169	21520	77654
2170	21531	77647
2171	21540	77633
2172	21550	77623
2173	21560	77613
2174	21570	77603
2175	21582	77602
2176	21592	77592
2177	21603	77585
2178	21612	77574
2179	21623	77565
2180	21632	77552
2181	21641	77540
2182	21652	77535
2183	21663	77527
2184	21672	77515
2185	21681	77503
2186	21694	77504
2187	21706	77502
2188	21718	77498
2189	21730	77494
2190	21739	77483
2191	21749	77473
2192	21759	77461
2193	21767	77447
2194	21777	77436
2195	21786	77423
2196	21803	77439
2197	21816	77438
2198	21825	77426
2199	21839	77431
2200	21849	77420
2201	21857	77404
2202	21868	77398
2203	21877	77385
2204	21887	77375
2205	21896	77363
2206	21905	77348
2207	21914	77335
2208	21924	77325
2209	21933	77313
2210	21942	77299
2211	21954	77296
2212	21966	77295
2213	21976	77285
2214	21986	77276
2215	21996	77264
2216	22007	77259
2217	22018	77252
2218	22029	77248
2219	22039	77239
2220	22056	77251
2221	22066	77241
2222	22077	77236
2223	22086	77221
2224	22095	77211
2225	22104	77196
2226	22114	77188
2227	22124	77176
2228	22134	77169
2229	22146	77166
2230	22156	77156
2231	22165	77142
2232	22175	77132
2233	22185	77121
2234	22196	77115
2235	22205	77104
2236	22214	77090
2237	22224	77080
2238	22247	77117
2239	22256	77102
2240	22264	77086
2241	22272	77071
2242	22283	77062
2243	22292	77050
2244	22303	77044
2245	22312	77030
2246	22322	77021
2247	22332	77010
2248	22340	76995
2249	22356	77006
2250	22369	77004
2251	22378	76993
2252	22388	76981
2253	22398	76974
2254	22408	76962
2255	22416	76947
2256	22426	76937
2257	22434	76921
2258	22444	76913
2259	22454	76902
2260	22465	76895
2261	22473	76880
2262	22486	76877
2263	22495	76867
2264	22505	76856
2265	22514	76843
2266	22523	76831
2267	22532	76817
2268	22542	76807
2269	22552	76796
2270	22560	76781
2271	22569	76767
2272	22578	76755
2273	22587	76740
2274	22596	76729
2275	22605	76717
2276	22614	76703
2277	22625	76695
2278	22634	76682
2279	22645	76675
2280	22655	76667
2281	22665	76657
2282	22675	76646
2283	22683	76632
2284	22693	76620
2285	22701	76605
2286	22710	76591
2287	22718	76576
2288	22727	76563
2289	22736	76549
2290	22745	76535
2291	22752	76518
2292	22763	76509
2293	22771	76494
2294	22783	76491
2295	22791	76476
2296	22801	76463
2297	22813	76461
2298	22822	76447
2299	22831	76435
2300	22841	76424
2301	22849	76409
2302	22860	76404
2303	22870	76392
2304	22878	76378
2305	22887	76363
2306	22896	76352
2307	22906	76343
2308	22915	76328
2309	22924	76315
2310	22935	76308
2311	22953	76327
2312	22964	76320
2313	22975	76311
2314	22984	76299
2315	22994	76290
2316	23003	76278
2317	23011	76262
2318	23020	76248
2319	23031	76241
2320	23041	76233
2321	23051	76222
2322	23064	76224
2323	23075	76217
2324	23085	76207
2325	23095	76197
2326	23105	76188
2327	23122	76200
2328	23132	76190
2329	23142	76181
2330	23151	76169
2331	23163	76164
2332	23173	76155
2333	23181	76140
2334	23192	76131
2335	23200	76117
2336	23211	76111
2337	23223	76106
2338	23231	76091
2339	23242	76083
2340	23251	76072
2341	23261	76063
2342	23271	76051
2343	23281	76043
2344	23291	76033
2345	23306	76038
2346	23315	76025
2347	23325	76015
2348	23342	76029
2349	23351	76018
2350	23359	76001
2351	23368	75986
2352	23378	75978
2353	23388	75967
2354	23399	75962
2355	23411	75957
2356	23420	75946
2357	23436	75953
2358	23447	75948
2359	23458	75940
2360	23468	75932
2361	23480	75928
2362	23490	75917
2363	23502	75915
2364	23511	75903
2365	23520	75889
2366	23530	75880
2367	23539	75868
2368	23548	75854
2369	23558	75844
2370	23567	75832
2371	23577	75823
2372	23586	75810
2373	23603	75823
2374	23615	75819
2375	23626	75811
2376	23635	75799
2377	23646	75790
2378	23655	75778
2379	23664	75766
2380	23674	75755
2381	23684	75746
2382	23693	75735
2383	23707	75735
2384	23716	75724
2385	23726	75714
2386	23734	75697
2387	23747	75698
2388	23758	75691
2389	23768	75680
2390	23777	75669
2391	23788	75661
2392	23799	75653
2393	23808	75641
2394	23818	75633
2395	23828	75621
2396	23837	75608
2397	23847	75601
2398	23857	75589
2399	23865	75574
2400	23874	75562
2401	23887	75561
2402	23896	75548
2403	23905	75534
2404	23915	75524
2405	23934	75544
2406	23944	75533
2407	23953	75522
2408	23962	75508
2409	23971	75495
2410	23983	75492
2411	23994	75486
2412	24005	75477
2413	24013	75463
2414	24021	75447
2415	24030	75433
2416	24039	75420
2417	24048	75409
2418	24058	75398
2419	24072	75401
2420	24081	75386
2421	24090	75374
2422	24099	75363
2423	24109	75350
2424	24118	75339
2425	24126	75324
2426	24136	75312
2427	24145	75299
2428	24153	75284
2429	24164	75277
2430	24172	75261
2431	24180	75247
2432	24189	75233
2433	24198	75220
2434	24207	75208
2435	24219	75203
2436	24228	75189
2437	24238	75180
2438	24248	75171
2439	24257	75159
2440	24267	75149
2441	24278	75140
2442	24288	75133
2443	24299	75126
2444	24309	75116
2445	24329	75136
2446	24337	75120
2447	24346	75108
2448	24357	75101
2449	24367	75092
2450	24405	75167
2451	24416	75162
2452	24428	75157
2453	24440	75152
2454	24449	75140
2455	24465	75148
2456	24481	75159
2457	24492	75151
2458	24503	75145
2459	24513	75134
2460	24522	75122
2461	24536	75123
2462	24551	75130
2463	24560	75116
2464	24569	75104
2465	24580	75095
2466	24588	75081
2467	24597	75067
2468	24605	75051
2469	24613	75036
2470	24622	75024
2471	24633	75015
2472	24645	75012
2473	24655	75004
2474	24665	74994
2475	24678	74993
2476	24711	75051
2477	24737	75091
2478	24775	75166
2479	24788	75164
2480	24799	75158
2481	24807	75142
2482	24815	75126
2483	24823	75110
2484	24832	75096
2485	24842	75088
2486	24851	75073
2487	24861	75064
2488	24870	75051
2489	24880	75040
2490	24889	75028
2491	24898	75015
2492	24908	75004
2493	24926	75020
2494	24936	75007
2495	24946	74998
2496	24954	74984
2497	24963	74969
2498	24972	74958
2499	24980	74942
2500	24989	74929
2501	24998	74916
2502	25007	74902
2503	25016	74891
2504	25028	74885
2505	25037	74872
2506	25047	74861
2507	25058	74855
2508	25066	74841
2509	25075	74825
2510	25085	74815
2511	25094	74803
2512	25105	74797
2513	25116	74790
2514	25125	74777
2515	25133	74762
2516	25143	74750
2517	25152	74738
2518	25160	74722
2519	25170	74711
2520	25179	74699
2521	25187	74684
2522	25199	74681
2523	25209	74669
2524	25217	74654
2525	25226	74639
2526	25236	74631
2527	25247	74623
2528	25258	74615
2529	25267	74605
2530	25278	74596
2531	25288	74587
2532	25304	74593
2533	25320	74603
2534	25330	74593
2535	25341	74584
2536	25351	74576
2537	25364	74575
2538	25375	74566
2539	25387	74562
2540	25397	74552
2541	25422	74587
2542	25432	74576
2543	25443	74568
2544	25457	74572
2545	25467	74560
2546	25475	74546
2547	25484	74534
2548	25496	74528
2549	25506	74520
2550	25516	74508
2551	25526	74497
2552	25536	74488
2553	25545	74476
2554	25555	74464
2555	25564	74452
2556	25573	74440
2557	25583	74429
2558	25591	74415
2559	25601	74404
2560	25609	74389
2561	25619	74378
2562	25628	74366
2563	25637	74352
2564	25645	74336
2565	25657	74333
2566	25666	74319
2567	25675	74307
2568	25691	74313
2569	25700	74301
2570	25710	74292
2571	25719	74279
2572	25728	74265
2573	25738	74254
2574	25748	74245
2575	25757	74233
2576	25769	74229
2577	25780	74220
2578	25791	74214
2579	25800	74200
2580	25811	74193
2581	25821	74183
2582	25829	74169
2583	25839	74157
2584	25848	74146
2585	25859	74138
2586	25869	74129
2587	25881	74123
2588	25890	74111
2589	25913	74137
2590	25924	74132
2591	25935	74123
2592	25945	74115
2593	25954	74101
2594	25963	74089
2595	25974	74082
2596	25987	74078
2597	26002	74084
2598	26013	74076
2599	26025	74072
2600	26034	74059
2601	26044	74049
2602	26057	74048
2603	26066	74035
2604	26076	74025
2605	26085	74012
2606	26095	74001
2607	26107	73996
2608	26116	73984
2609	26125	73973
2610	26136	73966
2611	26147	73958
2612	26157	73947
2613	26169	73943
2614	26179	73932
2615	26190	73926
2616	26200	73916
2617	26210	73907
2618	26220	73895
2619	26229	73884
2620	26243	73883
2621	26252	73871
2622	26261	73859
2623	26271	73847
2624	26280	73834
2625	26295	73840
2626	26310	73844
2627	26323	73842
2628	26333	73831
2629	26345	73828
2630	26355	73817
2631	26366	73809
2632	26376	73799
2633	26385	73788
2634	26395	73776
2635	26404	73764
2636	26413	73750
2637	26421	73736
2638	26431	73726
2639	26441	73714
2640	26450	73702
2641	26459	73688
2642	26468	73676
2643	26477	73665
2644	26486	73651
2645	26495	73639
2646	26506	73630
2647	26517	73624
2648	26539	73648
2649	26549	73637
2650	26558	73625
2651	26568	73613
2652	26577	73601
2653	26587	73592
2654	26595	73577
2655	26604	73564
2656	26614	73551
2657	26626	73548
2658	26641	73551
2659	26651	73542
2660	26661	73532
2661	26672	73524
2662	26683	73518
2663	26692	73504
2664	26702	73495
2665	26711	73480
2666	26721	73470
2667	26732	73463
2668	26742	73452
2669	26753	73447
2670	26762	73435
2671	26771	73421
2672	26781	73411
2673	26790	73399
2674	26800	73387
2675	26811	73380
2676	26821	73370
2677	26832	73363
2678	26841	73351
2679	26851	73340
2680	26861	73329
2681	26869	73315
2682	26879	73305
2683	26894	73309
2684	26903	73297
2685	26913	73285
2686	26922	73274
2687	26931	73260
2688	26939	73244
2689	26948	73232
2690	26957	73220
2691	26967	73210
2692	26978	73201
2693	26987	73187
2694	26996	73175
2695	27005	73164
2696	27015	73154
2697	27026	73145
2698	27034	73131
2699	27042	73114
2700	27050	73099
2701	27058	73083
2702	27066	73067
2703	27076	73058
2704	27085	73046
2705	27094	73033
2706	27103	73020
2707	27114	73013
2708	27125	73006
2709	27135	72994
2710	27145	72985
2711	27155	72974
2712	27164	72961
2713	27173	72950
2714	27182	72937
2715	27191	72925
2716	27200	72911
2717	27208	72895
2718	27216	72880
2719	27224	72866
2720	27235	72857
2721	27243	72843
2722	27251	72828
2723	27262	72820
2724	27271	72806
2725	27290	72820
2726	27300	72811
2727	27309	72799
2728	27317	72783
2729	27329	72778
2730	27337	72762
2731	27347	72753
2732	27357	72742
2733	27366	72731
2734	27376	72719
2735	27386	72709
2736	27394	72694
2737	27404	72685
2738	27413	72671
2739	27425	72667
2740	27435	72658
2741	27445	72647
2742	27455	72637
2743	27464	72624
2744	27482	72635
2745	27492	72624
2746	27502	72615
2747	27513	72608
2748	27524	72600
2749	27535	72593
2750	27543	72578
2751	27553	72569
2752	27562	72555
2753	27571	72542
2754	27581	72531
2755	27590	72519
2756	27599	72508
2757	27608	72496
2758	27620	72490
2759	27636	72494
2760	27646	72485
2761	27657	72478
2762	27667	72468
2763	27678	72460
2764	27687	72448
2765	27696	72434
2766	27704	72421
2767	27713	72407
2768	27723	72396
2769	27733	72386
2770	27742	72373
2771	27752	72364
2772	27764	72359
2773	27774	72350
2774	27784	72338
2775	27793	72326
2776	27804	72318
2777	27813	72307
2778	27822	72294
2779	27832	72283
2780	27841	72270
2781	27850	72258
2782	27860	72249
2783	27876	72254
2784	27885	72242
2785	27895	72231
2786	27905	72222
2787	27914	72209
2788	27924	72198
2789	27936	72194
2790	27945	72182
2791	27955	72170
2792	27963	72156
2793	27973	72145
2794	27982	72132
2795	27990	72119
2796	27999	72104
2797	28007	72091
2798	28017	72079
2799	28025	72065
2800	28034	72052
2801	28043	72039
2802	28053	72029
2803	28062	72016
2804	28070	72002
2805	28079	71990
2806	28088	71977
2807	28097	71964
2808	28106	71952
2809	28115	71938
2810	28123	71925
2811	28133	71913
2812	28141	71899
2813	28153	71894
2814	28162	71881
2815	28171	71869
2816	28180	71855
2817	28188	71841
2818	28197	71829
2819	28206	71816
2820	28215	71805
2821	28225	71793
2822	28237	71789
2823	28248	71781
2824	28264	71786
2825	28275	71779
2826	28284	71765
2827	28292	71751
2828	28300	71737
2829	28311	71729
2830	28319	71713
2831	28328	71700
2832	28336	71685
2833	28345	71673
2834	28357	71669
2835	28367	71658
2836	28376	71646
2837	28384	71632
2838	28394	71620
2839	28403	71607
2840	28413	71600
2841	28423	71588
2842	28434	71582
2843	28444	71572
2844	28453	71559
2845	28469	71563
2846	28479	71554
2847	28488	71541
2848	28498	71530
2849	28509	71523
2850	28518	71511
2851	28526	71497
2852	28536	71486
2853	28545	71474
2854	28556	71465
2855	28569	71463
2856	28579	71454
2857	28590	71445
2858	28599	71432
2859	28609	71422
2860	28618	71410
2861	28627	71397
2862	28635	71384
2863	28645	71374
2864	28654	71361
2865	28664	71350
2866	28672	71336
2867	28682	71325
2868	28692	71315
2869	28704	71310
2870	28730	71340
2871	28739	71327
2872	28751	71322
2873	28759	71309
2874	28772	71305
2875	28782	71296
2876	28793	71287
2877	28802	71274
2878	28811	71262
2879	28819	71247
2880	28828	71234
2881	28837	71222
2882	28846	71211
2883	28867	71227
2884	28875	71213
2885	28890	71214
2886	28898	71199
2887	28906	71185
2888	28915	71172
2889	28925	71163
2890	28936	71154
2891	28945	71142
2892	28953	71128
2893	28965	71123
2894	28976	71115
2895	28985	71102
2896	28994	71090
2897	29004	71080
2898	29012	71066
2899	29024	71060
2900	29034	71049
2901	29043	71038
2902	29053	71026
2903	29062	71014
2904	29071	71003
2905	29082	70994
2906	29091	70981
2907	29101	70972
2908	29110	70961
2909	29122	70954
2910	29130	70940
2911	29139	70926
2912	29148	70914
2913	29157	70901
2914	29165	70887
2915	29175	70877
2916	29184	70864
2917	29197	70863
2918	29206	70849
2919	29215	70837
2920	29225	70826
2921	29235	70817
2922	29248	70813
2923	29261	70811
2924	29269	70797
2925	29278	70784
2926	29286	70769
2927	29294	70756
2928	29303	70741
2929	29311	70728
2930	29321	70717
2931	29329	70704
2932	29338	70690
2933	29347	70677
2934	29355	70662
2935	29364	70650
2936	29372	70636
2937	29387	70638
2938	29397	70627
2939	29406	70615
2940	29416	70605
2941	29425	70593
2942	29434	70580
2943	29451	70587
2944	29461	70577
2945	29472	70569
2946	29480	70555
2947	29489	70542
2948	29500	70534
2949	29513	70531
2950	29521	70516
2951	29530	70505
2952	29540	70494
2953	29548	70479
2954	29556	70465
2955	29567	70457
2956	29578	70450
2957	29587	70437
2958	29598	70430
2959	29607	70419
2960	29617	70406
2961	29626	70395
2962	29636	70384
2963	29645	70373
2964	29655	70363
2965	29664	70351
2966	29673	70338
2967	29683	70327
2968	29692	70315
2969	29701	70304
2970	29712	70295
2971	29721	70284
2972	29730	70271
2973	29743	70267
2974	29752	70255
2975	29761	70243
2976	29772	70235
2977	29781	70222
2978	29790	70210
2979	29800	70200
2980	29809	70188
2981	29820	70180
2982	29831	70173
2983	29853	70191
2984	29863	70181
2985	29873	70170
2986	29883	70162
2987	29894	70153
2988	29903	70142
2989	29913	70130
2990	29921	70117
2991	29930	70105
2992	29940	70094
2993	29949	70083
2994	29958	70070
2995	29967	70058
2996	29976	70045
2997	29985	70032
2998	29994	70021
2999	30005	70012
3000	30016	70005
3001	30027	69996
3002	30036	69984
3003	30044	69970
3004	30054	69959
3005	30064	69950
3006	30073	69938
3007	30082	69926
3008	30091	69914
3009	30103	69907
3010	30112	69896
3011	30121	69882
3012	30131	69873
3013	30141	69863
3014	30150	69851
3015	30164	69850
3016	30176	69845
3017	30185	69832
3018	30195	69821
3019	30205	69812
3020	30215	69803
3021	30225	69793
3022	30240	69793
3023	30250	69783
3024	30259	69773
3025	30274	69774
3026	30284	69763
3027	30294	69754
3028	30304	69743
3029	30315	69736
3030	30325	69725
3031	30335	69715
3032	30344	69703
3033	30354	69692
3034	30363	69681
3035	30372	69669
3036	30384	69662
3037	30393	69651
3038	30403	69640
3039	30413	69631
3040	30423	69619
3041	30438	69622
3042	30448	69612
3043	30457	69600
3044	30467	69590
3045	30477	69579
3046	30492	69580
3047	30500	69567
3048	30510	69556
3049	30519	69543
3050	30529	69534
3051	30539	69524
3052	30549	69514
3053	30557	69500
3054	30566	69486
3055	30576	69478
3056	30585	69465
3057	30596	69458
3058	30606	69446
3059	30614	69432
3060	30623	69420
3061	30633	69409
3062	30643	69399
3063	30652	69389
3064	30663	69379
3065	30672	69368
3066	30682	69358
3067	30691	69346
3068	30703	69340
3069	30712	69329
3070	30721	69315
3071	30730	69303
3072	30739	69291
3073	30748	69279
3074	30758	69270
3075	30767	69257
3076	30777	69245
3077	30786	69234
3078	30795	69221
3079	30806	69213
3080	30814	69200
3081	30827	69196
3082	30842	69198
3083	30852	69187
3084	30861	69176
3085	30870	69163
3086	30879	69151
3087	30891	69145
3088	30901	69135
3089	30910	69123
3090	30919	69110
3091	30929	69100
3092	30938	69089
3093	30947	69077
3094	30957	69067
3095	30967	69056
3096	30976	69043
3097	30984	69031
3098	30993	69018
3099	31002	69005
3100	31010	68990
3101	31018	68977
3102	31027	68964
3103	31036	68952
3104	31045	68941
3105	31055	68929
3106	31063	68916
3107	31072	68903
3108	31081	68890
3109	31089	68877
3110	31098	68864
3111	31108	68853
3112	31120	68849
3113	31129	68836
3114	31139	68826
3115	31150	68818
3116	31160	68808
3117	31169	68797
3118	31179	68786
3119	31189	68775
3120	31197	68763
3121	31206	68751
3122	31216	68739
3123	31225	68727
3124	31233	68713
3125	31241	68700
3126	31251	68688
3127	31260	68676
3128	31269	68664
3129	31278	68652
3130	31286	68639
3131	31295	68627
3132	31305	68617
3133	31315	68605
3134	31324	68594
3135	31334	68585
3136	31345	68575
3137	31355	68565
3138	31364	68554
3139	31374	68544
3140	31386	68539
3141	31396	68529
3142	31405	68515
3143	31414	68504
3144	31428	68502
3145	31437	68491
3146	31450	68487
3147	31461	68478
3148	31472	68472
3149	31483	68464
3150	31492	68451
3151	31503	68443
3152	31514	68435
3153	31524	68425
3154	31533	68414
3155	31542	68402
3156	31551	68390
3157	31560	68378
3158	31570	68368
3159	31580	68358
3160	31589	68344
3161	31598	68332
3162	31606	68318
3163	31616	68308
3164	31624	68295
3165	31633	68282
3166	31642	68269
3167	31651	68258
3168	31663	68252
3169	31672	68240
3170	31681	68228
3171	31690	68216
3172	31699	68205
3173	31708	68192
3174	31719	68183
3175	31727	68170
3176	31736	68157
3177	31747	68150
3178	31755	68136
3179	31765	68126
3180	31774	68113
3181	31787	68110
3182	31795	68096
3183	31805	68085
3184	31819	68084
3185	31828	68071
3186	31837	68060
3187	31844	68044
3188	31856	68037
3189	31865	68026
3190	31876	68019
3191	31886	68008
3192	31896	67998
3193	31906	67987
3194	31915	67977
3195	31924	67965
3196	31937	67960
3197	31948	67953
3198	31959	67945
3199	31971	67938
3200	31979	67926
3201	31988	67912
3202	31997	67901
3203	32006	67889
3204	32014	67875
3205	32023	67861
3206	32031	67848
3207	32039	67835
3208	32049	67825
3209	32060	67815
3210	32069	67805
3211	32077	67791
3212	32086	67778
3213	32096	67768
3214	32111	67768
3215	32121	67759
3216	32132	67751
3217	32142	67740
3218	32151	67729
3219	32162	67720
3220	32172	67710
